journal_name,JCR_abbreviation,ISSN,eISSN,2021_JIF,JIF_quartile,pct_OA_gold,total_articles,subfield
CIN-COMPUTERS INFORMATICS NURSING,CIN-COMPUT INFORM NU,1538-2931,1538-9774,2.146,Q3,4.58%,102,"COMPUTER SCIENCE, INTERDISCIPLINARY APPLICATIONS - SCIE"
CIN-COMPUTERS INFORMATICS NURSING,CIN-COMPUT INFORM NU,1538-2931,1538-9774,2.146,Q3,4.58%,102,MEDICAL INFORMATICS - SCIE
WIRELESS COMMUNICATIONS & MOBILE COMPUTING,WIREL COMMUN MOB COM,1530-8669,1530-8677,2.146,Q3,98.76%,979,"COMPUTER SCIENCE, INFORMATION SYSTEMS - SCIE"
TRANSACTIONS OF THE INSTITUTE OF MEASUREMENT AND CONTROL,T I MEAS CONTROL,0142-3312,1477-0369,2.146,Q3,0.73%,376,AUTOMATION & CONTROL SYSTEMS - SCIE
COMPUTATIONAL INTELLIGENCE,COMPUT INTELL-US,0824-7935,1467-8640,2.142,Q3,3.25%,57,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE - SCIE"
International Journal of Biomathematics,INT J BIOMATH,1793-5245,1793-7159,2.129,Q3,0%,81,MATHEMATICAL & COMPUTATIONAL BIOLOGY - SCIE
SKELETAL RADIOLOGY,SKELETAL RADIOL,0364-2348,1432-2161,2.128,Q3,10.73%,171,"RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING - SCIE"
IEEE Computer Architecture Letters,IEEE COMPUT ARCHIT L,1556-6056,1556-6064,2.118,Q3,9.30%,44,"COMPUTER SCIENCE, HARDWARE & ARCHITECTURE - SCIE"
CONCURRENT ENGINEERING-RESEARCH AND APPLICATIONS,CONCURRENT ENG-RES A,1063-293X,1531-2003,2.118,Q3,4.44%,37,"COMPUTER SCIENCE, INTERDISCIPLINARY APPLICATIONS - SCIE"
COMPUTER APPLICATIONS IN ENGINEERING EDUCATION,COMPUT APPL ENG EDUC,1061-3773,1099-0542,2.109,Q4,3.97%,94,"COMPUTER SCIENCE, INTERDISCIPLINARY APPLICATIONS - SCIE"
INTERNATIONAL JOURNAL OF CONTROL,INT J CONTROL,0020-7179,1366-5820,2.102,Q3,2.72%,418,AUTOMATION & CONTROL SYSTEMS - SCIE
JOURNAL OF COMPUTER ASSISTED TOMOGRAPHY,J COMPUT ASSIST TOMO,0363-8715,1532-3145,2.081,Q3,5.45%,133,"RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING - SCIE"
Information Development,INFORM DEV,0266-6669,1741-6469,2.079,Q3,3.75%,100,INFORMATION SCIENCE & LIBRARY SCIENCE - SSCI
Entertainment Computing,ENTERTAIN COMPUT,1875-9521,1875-953X,2.072,Q3,13.79%,66,"COMPUTER SCIENCE, CYBERNETICS - SCIE"
Entertainment Computing,ENTERTAIN COMPUT,1875-9521,1875-953X,2.072,Q3,13.79%,66,"COMPUTER SCIENCE, INTERDISCIPLINARY APPLICATIONS - SCIE"
Entertainment Computing,ENTERTAIN COMPUT,1875-9521,1875-953X,2.072,Q3,13.79%,66,"COMPUTER SCIENCE, SOFTWARE ENGINEERING - SCIE"
ADVANCED ROBOTICS,ADV ROBOTICS,0169-1864,1568-5535,2.057,Q4,14.41%,105,ROBOTICS - SCIE
ACM Journal on Computing and Cultural Heritage,ACM J COMPUT CULT HE,1556-4673,1556-4711,2.047,Q4,0%,55,"COMPUTER SCIENCE, INTERDISCIPLINARY APPLICATIONS - SCIE"
COMPUTATIONAL STATISTICS & DATA ANALYSIS,COMPUT STAT DATA AN,0167-9473,1872-7352,2.035,Q4,6.12%,222,"COMPUTER SCIENCE, INTERDISCIPLINARY APPLICATIONS - SCIE"
JOURNAL OF DOCUMENTATION,J DOC,0022-0418,1758-7379,2.034,Q3,7.82%,106,INFORMATION SCIENCE & LIBRARY SCIENCE - SSCI
Evolutionary Bioinformatics,EVOL BIOINFORM,1176-9343,1176-9343,2.031,Q3,99.19%,27,MATHEMATICAL & COMPUTATIONAL BIOLOGY - SCIE
MULTIDIMENSIONAL SYSTEMS AND SIGNAL PROCESSING,MULTIDIM SYST SIGN P,0923-6082,1573-0824,2.03,Q2,2.71%,57,"COMPUTER SCIENCE, THEORY & METHODS - SCIE"
Information Retrieval Journal,INFORM RETRIEVAL J,1386-4564,1573-7659,2.024,Q3,16.07%,14,"COMPUTER SCIENCE, INFORMATION SYSTEMS - SCIE"
RADIATION AND ENVIRONMENTAL BIOPHYSICS,RADIAT ENVIRON BIOPH,0301-634X,1432-2099,2.017,Q4,28.65%,57,"RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING - SCIE"
KNOWLEDGE ENGINEERING REVIEW,KNOWL ENG REV,0269-8889,1469-8005,2.016,Q3,6.67%,0,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE - SCIE"
ACM Journal on Emerging Technologies in Computing Systems,ACM J EMERG TECH COM,1550-4832,1550-4840,2.013,Q3,0.73%,60,"COMPUTER SCIENCE, HARDWARE & ARCHITECTURE - SCIE"
ULTRASONIC IMAGING,ULTRASONIC IMAGING,0161-7346,1096-0910,2,Q4,4.55%,26,"RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING - SCIE"
INTERNATIONAL JOURNAL OF RF AND MICROWAVE COMPUTER-AIDED ENGINEERING,INT J RF MICROW C E,1096-4290,1099-047X,1.987,Q4,0.61%,485,"COMPUTER SCIENCE, INTERDISCIPLINARY APPLICATIONS - SCIE"
JOURNAL OF VISUALIZATION,J VISUAL-JAPAN,1343-8875,1875-8975,1.974,Q4,8.22%,103,"COMPUTER SCIENCE, INTERDISCIPLINARY APPLICATIONS - SCIE"
Security and Communication Networks,SECUR COMMUN NETW,1939-0114,1939-0122,1.968,Q3,98.78%,696,"COMPUTER SCIENCE, INFORMATION SYSTEMS - SCIE"
Current Radiopharmaceuticals,CURR RADIOPHARM,1874-4710,1874-4729,1.96,Q4,1.15%,17,"RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING - SCIE"
BIOSYSTEMS,BIOSYSTEMS,0303-2647,1872-8324,1.957,Q3,9.09%,151,MATHEMATICAL & COMPUTATIONAL BIOLOGY - SCIE
OPTIMAL CONTROL APPLICATIONS & METHODS,OPTIM CONTR APPL MET,0143-2087,1099-1514,1.955,Q3,3.32%,140,AUTOMATION & CONTROL SYSTEMS - SCIE
JOURNAL OF ACADEMIC LIBRARIANSHIP,J ACAD LIBR,0099-1333,1879-1999,1.953,Q3,8.22%,156,INFORMATION SCIENCE & LIBRARY SCIENCE - SSCI
RADIOLOGIC CLINICS OF NORTH AMERICA,RADIOL CLIN N AM,0033-8389,1557-8275,1.947,Q4,0%,83,"RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING - SCIE"
SIAM Journal on Imaging Sciences,SIAM J IMAGING SCI,1936-4954,N/A,1.938,Q3,2.87%,63,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE - SCIE"
SIAM Journal on Imaging Sciences,SIAM J IMAGING SCI,1936-4954,N/A,1.938,Q3,2.87%,63,"COMPUTER SCIENCE, SOFTWARE ENGINEERING - SCIE"
International Journal of Distributed Sensor Networks,INT J DISTRIB SENS N,1550-1477,1550-1477,1.938,Q3,98.18%,100,"COMPUTER SCIENCE, INFORMATION SYSTEMS - SCIE"
DISTRIBUTED COMPUTING,DISTRIB COMPUT,0178-2770,1432-0452,1.937,Q2,27.27%,25,"COMPUTER SCIENCE, THEORY & METHODS - SCIE"
ACM SIGCOMM Computer Communication Review,ACM SIGCOMM COMP COM,0146-4833,1943-5819,1.937,Q4,0%,22,"COMPUTER SCIENCE, INFORMATION SYSTEMS - SCIE"
Aslib Journal of Information Management,ASLIB J INFORM MANAG,2050-3806,1758-3748,1.935,Q3,1.82%,56,"COMPUTER SCIENCE, INFORMATION SYSTEMS - SCIE"
Aslib Journal of Information Management,ASLIB J INFORM MANAG,2050-3806,1758-3748,1.935,Q3,1.82%,56,INFORMATION SCIENCE & LIBRARY SCIENCE - SSCI
International Journal of Network Management,INT J NETW MANAG,1055-7148,1099-1190,1.914,Q4,7.50%,38,"COMPUTER SCIENCE, INFORMATION SYSTEMS - SCIE"
ACM Transactions on Autonomous and Adaptive Systems,ACM T AUTON ADAP SYS,1556-4665,1556-4703,1.913,Q3,0%,8,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE - SCIE"
ACM Transactions on Autonomous and Adaptive Systems,ACM T AUTON ADAP SYS,1556-4665,1556-4703,1.913,Q3,0%,8,"COMPUTER SCIENCE, INFORMATION SYSTEMS - SCIE"
ACM Transactions on Autonomous and Adaptive Systems,ACM T AUTON ADAP SYS,1556-4665,1556-4703,1.913,Q3,0%,8,"COMPUTER SCIENCE, THEORY & METHODS - SCIE"
Journal of the Belgian Society of Radiology,J BELG SOC RADIOL,2514-8281,2514-8281,1.912,Q4,97.92%,11,"RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING - SCIE"
JOURNAL OF BIOLOGICAL SYSTEMS,J BIOL SYST,0218-3390,1793-6470,1.909,Q3,2.15%,38,MATHEMATICAL & COMPUTATIONAL BIOLOGY - SCIE
IEEE COMPUTER GRAPHICS AND APPLICATIONS,IEEE COMPUT GRAPH,0272-1716,1558-1756,1.909,Q3,4.79%,66,"COMPUTER SCIENCE, SOFTWARE ENGINEERING - SCIE"
Computational and Mathematical Organization Theory,COMPUT MATH ORGAN TH,1381-298X,1572-9346,1.902,Q4,11.11%,29,"COMPUTER SCIENCE, INTERDISCIPLINARY APPLICATIONS - SCIE"
ACM Transactions on Interactive Intelligent Systems,ACM T INTERACT INTEL,2160-6455,2160-6463,1.887,Q4,0%,28,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE - SCIE"
ACM Transactions on Embedded Computing Systems,ACM T EMBED COMPUT S,1539-9087,1558-3465,1.886,Q3,0%,105,"COMPUTER SCIENCE, HARDWARE & ARCHITECTURE - SCIE"
ACM Transactions on Embedded Computing Systems,ACM T EMBED COMPUT S,1539-9087,1558-3465,1.886,Q3,0%,105,"COMPUTER SCIENCE, SOFTWARE ENGINEERING - SCIE"
Journal of Medical Ultrasonics,J MED ULTRASON,1346-4523,1613-2254,1.878,Q4,7.14%,42,"RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING - SCIE"
JOURNAL OF COMPUTER SCIENCE AND TECHNOLOGY,J COMPUT SCI TECH-CH,1000-9000,1860-4749,1.871,Q3,0.39%,85,"COMPUTER SCIENCE, HARDWARE & ARCHITECTURE - SCIE"
JOURNAL OF COMPUTER SCIENCE AND TECHNOLOGY,J COMPUT SCI TECH-CH,1000-9000,1860-4749,1.871,Q3,0.39%,85,"COMPUTER SCIENCE, SOFTWARE ENGINEERING - SCIE"
NETWORKS,NETWORKS,0028-3045,1097-0037,1.871,Q3,19.19%,58,"COMPUTER SCIENCE, HARDWARE & ARCHITECTURE - SCIE"
ADAPTIVE BEHAVIOR,ADAPT BEHAV,1059-7123,1741-2633,1.867,Q4,16.44%,47,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE - SCIE"
REAL-TIME SYSTEMS,REAL-TIME SYST,0922-6443,1573-1383,1.865,Q3,12.96%,17,"COMPUTER SCIENCE, THEORY & METHODS - SCIE"
Journal of Software-Evolution and Process,J SOFTW-EVOL PROC,2047-7473,2047-7481,1.864,Q3,8.90%,67,"COMPUTER SCIENCE, SOFTWARE ENGINEERING - SCIE"
Mobile Information Systems,MOB INF SYST,1574-017X,1875-905X,1.863,Q4,98.86%,496,"COMPUTER SCIENCE, INFORMATION SYSTEMS - SCIE"
CYBERNETICS AND SYSTEMS,CYBERNET SYST,0196-9722,1087-6553,1.859,Q3,2.04%,55,"COMPUTER SCIENCE, CYBERNETICS - SCIE"
BIT NUMERICAL MATHEMATICS,BIT,0006-3835,1572-9125,1.856,Q3,26.14%,72,"COMPUTER SCIENCE, SOFTWARE ENGINEERING - SCIE"
DATA BASE FOR ADVANCES IN INFORMATION SYSTEMS,DATA BASE ADV INF SY,0095-0033,N/A,1.854,Q3,0%,24,INFORMATION SCIENCE & LIBRARY SCIENCE - SSCI
